sample_id,official_split,image_relpath,map_relpath
10229,train,images/images/train/COCO_train2014_000000010229.jpg,maps/train/COCO_train2014_000000010229.png
10230,train,images/images/train/COCO_train2014_000000010230.jpg,maps/train/COCO_train2014_000000010230.png
102307,train,images/images/train/COCO_train2014_000000102307.jpg,maps/train/COCO_train2014_000000102307.png
102377,train,images/images/train/COCO_train2014_000000102377.jpg,maps/train/COCO_train2014_000000102377.png
102469,train,images/images/train/COCO_train2014_000000102469.jpg,maps/train/COCO_train2014_000000102469.png
102529,train,images/images/train/COCO_train2014_000000102529.jpg,maps/train/COCO_train2014_000000102529.png
102540,train,images/images/train/COCO_train2014_000000102540.jpg,maps/train/COCO_train2014_000000102540.png
102655,train,images/images/train/COCO_train2014_000000102655.jpg,maps/train/COCO_train2014_000000102655.png
102704,train,images/images/train/COCO_train2014_000000102704.jpg,maps/train/COCO_train2014_000000102704.png
102754,train,images/images/train/COCO_train2014_000000102754.jpg,maps/train/COCO_train2014_000000102754.png
102766,train,images/images/train/COCO_train2014_000000102766.jpg,maps/train/COCO_train2014_000000102766.png
102787,train,images/images/train/COCO_train2014_000000102787.jpg,maps/train/COCO_train2014_000000102787.png
102822,train,images/images/train/COCO_train2014_000000102822.jpg,maps/train/COCO_train2014_000000102822.png
102862,train,images/images/train/COCO_train2014_000000102862.jpg,maps/train/COCO_train2014_000000102862.png
103018,train,images/images/train/COCO_train2014_000000103018.jpg,maps/train/COCO_train2014_000000103018.png
103228,train,images/images/train/COCO_train2014_000000103228.jpg,maps/train/COCO_train2014_000000103228.png
103251,train,images/images/train/COCO_train2014_000000103251.jpg,maps/train/COCO_train2014_000000103251.png
103332,train,images/images/train/COCO_train2014_000000103332.jpg,maps/train/COCO_train2014_000000103332.png
103356,train,images/images/train/COCO_train2014_000000103356.jpg,maps/train/COCO_train2014_000000103356.png
103383,train,images/images/train/COCO_train2014_000000103383.jpg,maps/train/COCO_train2014_000000103383.png
10346,train,images/images/train/COCO_train2014_000000010346.jpg,maps/train/COCO_train2014_000000010346.png
103575,train,images/images/train/COCO_train2014_000000103575.jpg,maps/train/COCO_train2014_000000103575.png
103759,train,images/images/train/COCO_train2014_000000103759.jpg,maps/train/COCO_train2014_000000103759.png
103804,train,images/images/train/COCO_train2014_000000103804.jpg,maps/train/COCO_train2014_000000103804.png
103890,train,images/images/train/COCO_train2014_000000103890.jpg,maps/train/COCO_train2014_000000103890.png
103902,train,images/images/train/COCO_train2014_000000103902.jpg,maps/train/COCO_train2014_000000103902.png
103978,train,images/images/train/COCO_train2014_000000103978.jpg,maps/train/COCO_train2014_000000103978.png
104177,train,images/images/train/COCO_train2014_000000104177.jpg,maps/train/COCO_train2014_000000104177.png
104248,train,images/images/train/COCO_train2014_000000104248.jpg,maps/train/COCO_train2014_000000104248.png
104328,train,images/images/train/COCO_train2014_000000104328.jpg,maps/train/COCO_train2014_000000104328.png
104343,train,images/images/train/COCO_train2014_000000104343.jpg,maps/train/COCO_train2014_000000104343.png
104365,train,images/images/train/COCO_train2014_000000104365.jpg,maps/train/COCO_train2014_000000104365.png
104403,train,images/images/train/COCO_train2014_000000104403.jpg,maps/train/COCO_train2014_000000104403.png
104454,train,images/images/train/COCO_train2014_000000104454.jpg,maps/train/COCO_train2014_000000104454.png
104493,train,images/images/train/COCO_train2014_000000104493.jpg,maps/train/COCO_train2014_000000104493.png
104607,train,images/images/train/COCO_train2014_000000104607.jpg,maps/train/COCO_train2014_000000104607.png
104621,train,images/images/train/COCO_train2014_000000104621.jpg,maps/train/COCO_train2014_000000104621.png
104792,train,images/images/train/COCO_train2014_000000104792.jpg,maps/train/COCO_train2014_000000104792.png
104811,train,images/images/train/COCO_train2014_000000104811.jpg,maps/train/COCO_train2014_000000104811.png
104817,train,images/images/train/COCO_train2014_000000104817.jpg,maps/train/COCO_train2014_000000104817.png
105026,train,images/images/train/COCO_train2014_000000105026.jpg,maps/train/COCO_train2014_000000105026.png
105063,train,images/images/train/COCO_train2014_000000105063.jpg,maps/train/COCO_train2014_000000105063.png
105115,train,images/images/train/COCO_train2014_000000105115.jpg,maps/train/COCO_train2014_000000105115.png
105192,train,images/images/train/COCO_train2014_000000105192.jpg,maps/train/COCO_train2014_000000105192.png
105195,train,images/images/train/COCO_train2014_000000105195.jpg,maps/train/COCO_train2014_000000105195.png
105310,train,images/images/train/COCO_train2014_000000105310.jpg,maps/train/COCO_train2014_000000105310.png
105364,train,images/images/train/COCO_train2014_000000105364.jpg,maps/train/COCO_train2014_000000105364.png
10540,train,images/images/train/COCO_train2014_000000010540.jpg,maps/train/COCO_train2014_000000010540.png
10545,train,images/images/train/COCO_train2014_000000010545.jpg,maps/train/COCO_train2014_000000010545.png
105473,train,images/images/train/COCO_train2014_000000105473.jpg,maps/train/COCO_train2014_000000105473.png
105520,train,images/images/train/COCO_train2014_000000105520.jpg,maps/train/COCO_train2014_000000105520.png
105529,train,images/images/train/COCO_train2014_000000105529.jpg,maps/train/COCO_train2014_000000105529.png
105531,train,images/images/train/COCO_train2014_000000105531.jpg,maps/train/COCO_train2014_000000105531.png
105532,train,images/images/train/COCO_train2014_000000105532.jpg,maps/train/COCO_train2014_000000105532.png
105594,train,images/images/train/COCO_train2014_000000105594.jpg,maps/train/COCO_train2014_000000105594.png
105620,train,images/images/train/COCO_train2014_000000105620.jpg,maps/train/COCO_train2014_000000105620.png
105643,train,images/images/train/COCO_train2014_000000105643.jpg,maps/train/COCO_train2014_000000105643.png
105688,train,images/images/train/COCO_train2014_000000105688.jpg,maps/train/COCO_train2014_000000105688.png
105728,train,images/images/train/COCO_train2014_000000105728.jpg,maps/train/COCO_train2014_000000105728.png
105756,train,images/images/train/COCO_train2014_000000105756.jpg,maps/train/COCO_train2014_000000105756.png
105804,train,images/images/train/COCO_train2014_000000105804.jpg,maps/train/COCO_train2014_000000105804.png
105820,train,images/images/train/COCO_train2014_000000105820.jpg,maps/train/COCO_train2014_000000105820.png
105830,train,images/images/train/COCO_train2014_000000105830.jpg,maps/train/COCO_train2014_000000105830.png
105844,train,images/images/train/COCO_train2014_000000105844.jpg,maps/train/COCO_train2014_000000105844.png
105877,train,images/images/train/COCO_train2014_000000105877.jpg,maps/train/COCO_train2014_000000105877.png
105904,train,images/images/train/COCO_train2014_000000105904.jpg,maps/train/COCO_train2014_000000105904.png
105921,train,images/images/train/COCO_train2014_000000105921.jpg,maps/train/COCO_train2014_000000105921.png
105933,train,images/images/train/COCO_train2014_000000105933.jpg,maps/train/COCO_train2014_000000105933.png
105976,train,images/images/train/COCO_train2014_000000105976.jpg,maps/train/COCO_train2014_000000105976.png
106229,train,images/images/train/COCO_train2014_000000106229.jpg,maps/train/COCO_train2014_000000106229.png
106269,train,images/images/train/COCO_train2014_000000106269.jpg,maps/train/COCO_train2014_000000106269.png
106296,train,images/images/train/COCO_train2014_000000106296.jpg,maps/train/COCO_train2014_000000106296.png
106363,train,images/images/train/COCO_train2014_000000106363.jpg,maps/train/COCO_train2014_000000106363.png
106513,train,images/images/train/COCO_train2014_000000106513.jpg,maps/train/COCO_train2014_000000106513.png
106525,train,images/images/train/COCO_train2014_000000106525.jpg,maps/train/COCO_train2014_000000106525.png
106545,train,images/images/train/COCO_train2014_000000106545.jpg,maps/train/COCO_train2014_000000106545.png
106567,train,images/images/train/COCO_train2014_000000106567.jpg,maps/train/COCO_train2014_000000106567.png
106616,train,images/images/train/COCO_train2014_000000106616.jpg,maps/train/COCO_train2014_000000106616.png
106637,train,images/images/train/COCO_train2014_000000106637.jpg,maps/train/COCO_train2014_000000106637.png
106646,train,images/images/train/COCO_train2014_000000106646.jpg,maps/train/COCO_train2014_000000106646.png
106652,train,images/images/train/COCO_train2014_000000106652.jpg,maps/train/COCO_train2014_000000106652.png
106772,train,images/images/train/COCO_train2014_000000106772.jpg,maps/train/COCO_train2014_000000106772.png
106792,train,images/images/train/COCO_train2014_000000106792.jpg,maps/train/COCO_train2014_000000106792.png
106799,train,images/images/train/COCO_train2014_000000106799.jpg,maps/train/COCO_train2014_000000106799.png
106832,train,images/images/train/COCO_train2014_000000106832.jpg,maps/train/COCO_train2014_000000106832.png
106964,train,images/images/train/COCO_train2014_000000106964.jpg,maps/train/COCO_train2014_000000106964.png
106978,train,images/images/train/COCO_train2014_000000106978.jpg,maps/train/COCO_train2014_000000106978.png
10701,train,images/images/train/COCO_train2014_000000010701.jpg,maps/train/COCO_train2014_000000010701.png
107019,train,images/images/train/COCO_train2014_000000107019.jpg,maps/train/COCO_train2014_000000107019.png
107051,train,images/images/train/COCO_train2014_000000107051.jpg,maps/train/COCO_train2014_000000107051.png
107097,train,images/images/train/COCO_train2014_000000107097.jpg,maps/train/COCO_train2014_000000107097.png
107129,train,images/images/train/COCO_train2014_000000107129.jpg,maps/train/COCO_train2014_000000107129.png
107147,train,images/images/train/COCO_train2014_000000107147.jpg,maps/train/COCO_train2014_000000107147.png
107157,train,images/images/train/COCO_train2014_000000107157.jpg,maps/train/COCO_train2014_000000107157.png
107212,train,images/images/train/COCO_train2014_000000107212.jpg,maps/train/COCO_train2014_000000107212.png
10728,train,images/images/train/COCO_train2014_000000010728.jpg,maps/train/COCO_train2014_000000010728.png
107384,train,images/images/train/COCO_train2014_000000107384.jpg,maps/train/COCO_train2014_000000107384.png
107454,train,images/images/train/COCO_train2014_000000107454.jpg,maps/train/COCO_train2014_000000107454.png
107482,train,images/images/train/COCO_train2014_000000107482.jpg,maps/train/COCO_train2014_000000107482.png
107519,train,images/images/train/COCO_train2014_000000107519.jpg,maps/train/COCO_train2014_000000107519.png
107586,train,images/images/train/COCO_train2014_000000107586.jpg,maps/train/COCO_train2014_000000107586.png
107593,train,images/images/train/COCO_train2014_000000107593.jpg,maps/train/COCO_train2014_000000107593.png
107620,train,images/images/train/COCO_train2014_000000107620.jpg,maps/train/COCO_train2014_000000107620.png
107625,train,images/images/train/COCO_train2014_000000107625.jpg,maps/train/COCO_train2014_000000107625.png
107691,train,images/images/train/COCO_train2014_000000107691.jpg,maps/train/COCO_train2014_000000107691.png
107767,train,images/images/train/COCO_train2014_000000107767.jpg,maps/train/COCO_train2014_000000107767.png
107884,train,images/images/train/COCO_train2014_000000107884.jpg,maps/train/COCO_train2014_000000107884.png
107959,train,images/images/train/COCO_train2014_000000107959.jpg,maps/train/COCO_train2014_000000107959.png
107977,train,images/images/train/COCO_train2014_000000107977.jpg,maps/train/COCO_train2014_000000107977.png
108091,train,images/images/train/COCO_train2014_000000108091.jpg,maps/train/COCO_train2014_000000108091.png
108113,train,images/images/train/COCO_train2014_000000108113.jpg,maps/train/COCO_train2014_000000108113.png
108140,train,images/images/train/COCO_train2014_000000108140.jpg,maps/train/COCO_train2014_000000108140.png
10817,train,images/images/train/COCO_train2014_000000010817.jpg,maps/train/COCO_train2014_000000010817.png
108259,train,images/images/train/COCO_train2014_000000108259.jpg,maps/train/COCO_train2014_000000108259.png
108266,train,images/images/train/COCO_train2014_000000108266.jpg,maps/train/COCO_train2014_000000108266.png
108282,train,images/images/train/COCO_train2014_000000108282.jpg,maps/train/COCO_train2014_000000108282.png
108287,train,images/images/train/COCO_train2014_000000108287.jpg,maps/train/COCO_train2014_000000108287.png
108301,train,images/images/train/COCO_train2014_000000108301.jpg,maps/train/COCO_train2014_000000108301.png
108429,train,images/images/train/COCO_train2014_000000108429.jpg,maps/train/COCO_train2014_000000108429.png
108501,train,images/images/train/COCO_train2014_000000108501.jpg,maps/train/COCO_train2014_000000108501.png
108642,train,images/images/train/COCO_train2014_000000108642.jpg,maps/train/COCO_train2014_000000108642.png
108677,train,images/images/train/COCO_train2014_000000108677.jpg,maps/train/COCO_train2014_000000108677.png
108701,train,images/images/train/COCO_train2014_000000108701.jpg,maps/train/COCO_train2014_000000108701.png
10877,train,images/images/train/COCO_train2014_000000010877.jpg,maps/train/COCO_train2014_000000010877.png
10881,train,images/images/train/COCO_train2014_000000010881.jpg,maps/train/COCO_train2014_000000010881.png
108810,train,images/images/train/COCO_train2014_000000108810.jpg,maps/train/COCO_train2014_000000108810.png
108859,train,images/images/train/COCO_train2014_000000108859.jpg,maps/train/COCO_train2014_000000108859.png
108862,train,images/images/train/COCO_train2014_000000108862.jpg,maps/train/COCO_train2014_000000108862.png
108871,train,images/images/train/COCO_train2014_000000108871.jpg,maps/train/COCO_train2014_000000108871.png
108894,train,images/images/train/COCO_train2014_000000108894.jpg,maps/train/COCO_train2014_000000108894.png
108944,train,images/images/train/COCO_train2014_000000108944.jpg,maps/train/COCO_train2014_000000108944.png
109008,train,images/images/train/COCO_train2014_000000109008.jpg,maps/train/COCO_train2014_000000109008.png
109041,train,images/images/train/COCO_train2014_000000109041.jpg,maps/train/COCO_train2014_000000109041.png
109208,train,images/images/train/COCO_train2014_000000109208.jpg,maps/train/COCO_train2014_000000109208.png
109277,train,images/images/train/COCO_train2014_000000109277.jpg,maps/train/COCO_train2014_000000109277.png
109281,train,images/images/train/COCO_train2014_000000109281.jpg,maps/train/COCO_train2014_000000109281.png
109338,train,images/images/train/COCO_train2014_000000109338.jpg,maps/train/COCO_train2014_000000109338.png
109386,train,images/images/train/COCO_train2014_000000109386.jpg,maps/train/COCO_train2014_000000109386.png
109417,train,images/images/train/COCO_train2014_000000109417.jpg,maps/train/COCO_train2014_000000109417.png
109450,train,images/images/train/COCO_train2014_000000109450.jpg,maps/train/COCO_train2014_000000109450.png
109666,train,images/images/train/COCO_train2014_000000109666.jpg,maps/train/COCO_train2014_000000109666.png
109778,train,images/images/train/COCO_train2014_000000109778.jpg,maps/train/COCO_train2014_000000109778.png
109816,train,images/images/train/COCO_train2014_000000109816.jpg,maps/train/COCO_train2014_000000109816.png
109823,train,images/images/train/COCO_train2014_000000109823.jpg,maps/train/COCO_train2014_000000109823.png
109836,train,images/images/train/COCO_train2014_000000109836.jpg,maps/train/COCO_train2014_000000109836.png
109863,train,images/images/train/COCO_train2014_000000109863.jpg,maps/train/COCO_train2014_000000109863.png
109896,train,images/images/train/COCO_train2014_000000109896.jpg,maps/train/COCO_train2014_000000109896.png
109928,train,images/images/train/COCO_train2014_000000109928.jpg,maps/train/COCO_train2014_000000109928.png
110,train,images/images/train/COCO_train2014_000000000110.jpg,maps/train/COCO_train2014_000000000110.png
110001,train,images/images/train/COCO_train2014_000000110001.jpg,maps/train/COCO_train2014_000000110001.png
110006,train,images/images/train/COCO_train2014_000000110006.jpg,maps/train/COCO_train2014_000000110006.png
110013,train,images/images/train/COCO_train2014_000000110013.jpg,maps/train/COCO_train2014_000000110013.png
110034,train,images/images/train/COCO_train2014_000000110034.jpg,maps/train/COCO_train2014_000000110034.png
110078,train,images/images/train/COCO_train2014_000000110078.jpg,maps/train/COCO_train2014_000000110078.png
110240,train,images/images/train/COCO_train2014_000000110240.jpg,maps/train/COCO_train2014_000000110240.png
110404,train,images/images/train/COCO_train2014_000000110404.jpg,maps/train/COCO_train2014_000000110404.png
110431,train,images/images/train/COCO_train2014_000000110431.jpg,maps/train/COCO_train2014_000000110431.png
110437,train,images/images/train/COCO_train2014_000000110437.jpg,maps/train/COCO_train2014_000000110437.png
110488,train,images/images/train/COCO_train2014_000000110488.jpg,maps/train/COCO_train2014_000000110488.png
110514,train,images/images/train/COCO_train2014_000000110514.jpg,maps/train/COCO_train2014_000000110514.png
110530,train,images/images/train/COCO_train2014_000000110530.jpg,maps/train/COCO_train2014_000000110530.png
110697,train,images/images/train/COCO_train2014_000000110697.jpg,maps/train/COCO_train2014_000000110697.png
110704,train,images/images/train/COCO_train2014_000000110704.jpg,maps/train/COCO_train2014_000000110704.png
110723,train,images/images/train/COCO_train2014_000000110723.jpg,maps/train/COCO_train2014_000000110723.png
110724,train,images/images/train/COCO_train2014_000000110724.jpg,maps/train/COCO_train2014_000000110724.png
110735,train,images/images/train/COCO_train2014_000000110735.jpg,maps/train/COCO_train2014_000000110735.png
11075,train,images/images/train/COCO_train2014_000000011075.jpg,maps/train/COCO_train2014_000000011075.png
110790,train,images/images/train/COCO_train2014_000000110790.jpg,maps/train/COCO_train2014_000000110790.png
110984,train,images/images/train/COCO_train2014_000000110984.jpg,maps/train/COCO_train2014_000000110984.png
110989,train,images/images/train/COCO_train2014_000000110989.jpg,maps/train/COCO_train2014_000000110989.png
111121,train,images/images/train/COCO_train2014_000000111121.jpg,maps/train/COCO_train2014_000000111121.png
111124,train,images/images/train/COCO_train2014_000000111124.jpg,maps/train/COCO_train2014_000000111124.png
111148,train,images/images/train/COCO_train2014_000000111148.jpg,maps/train/COCO_train2014_000000111148.png
111262,train,images/images/train/COCO_train2014_000000111262.jpg,maps/train/COCO_train2014_000000111262.png
111330,train,images/images/train/COCO_train2014_000000111330.jpg,maps/train/COCO_train2014_000000111330.png
111348,train,images/images/train/COCO_train2014_000000111348.jpg,maps/train/COCO_train2014_000000111348.png
111352,train,images/images/train/COCO_train2014_000000111352.jpg,maps/train/COCO_train2014_000000111352.png
111422,train,images/images/train/COCO_train2014_000000111422.jpg,maps/train/COCO_train2014_000000111422.png
11147,train,images/images/train/COCO_train2014_000000011147.jpg,maps/train/COCO_train2014_000000011147.png
111492,train,images/images/train/COCO_train2014_000000111492.jpg,maps/train/COCO_train2014_000000111492.png
111648,train,images/images/train/COCO_train2014_000000111648.jpg,maps/train/COCO_train2014_000000111648.png
111661,train,images/images/train/COCO_train2014_000000111661.jpg,maps/train/COCO_train2014_000000111661.png
111673,train,images/images/train/COCO_train2014_000000111673.jpg,maps/train/COCO_train2014_000000111673.png
111737,train,images/images/train/COCO_train2014_000000111737.jpg,maps/train/COCO_train2014_000000111737.png
111807,train,images/images/train/COCO_train2014_000000111807.jpg,maps/train/COCO_train2014_000000111807.png
111820,train,images/images/train/COCO_train2014_000000111820.jpg,maps/train/COCO_train2014_000000111820.png
111889,train,images/images/train/COCO_train2014_000000111889.jpg,maps/train/COCO_train2014_000000111889.png
111922,train,images/images/train/COCO_train2014_000000111922.jpg,maps/train/COCO_train2014_000000111922.png
111943,train,images/images/train/COCO_train2014_000000111943.jpg,maps/train/COCO_train2014_000000111943.png
112029,train,images/images/train/COCO_train2014_000000112029.jpg,maps/train/COCO_train2014_000000112029.png
112228,train,images/images/train/COCO_train2014_000000112228.jpg,maps/train/COCO_train2014_000000112228.png
112253,train,images/images/train/COCO_train2014_000000112253.jpg,maps/train/COCO_train2014_000000112253.png
112272,train,images/images/train/COCO_train2014_000000112272.jpg,maps/train/COCO_train2014_000000112272.png
112358,train,images/images/train/COCO_train2014_000000112358.jpg,maps/train/COCO_train2014_000000112358.png
112459,train,images/images/train/COCO_train2014_000000112459.jpg,maps/train/COCO_train2014_000000112459.png
112590,train,images/images/train/COCO_train2014_000000112590.jpg,maps/train/COCO_train2014_000000112590.png
11265,train,images/images/train/COCO_train2014_000000011265.jpg,maps/train/COCO_train2014_000000011265.png
112673,train,images/images/train/COCO_train2014_000000112673.jpg,maps/train/COCO_train2014_000000112673.png
112707,train,images/images/train/COCO_train2014_000000112707.jpg,maps/train/COCO_train2014_000000112707.png
11271,train,images/images/train/COCO_train2014_000000011271.jpg,maps/train/COCO_train2014_000000011271.png
112785,train,images/images/train/COCO_train2014_000000112785.jpg,maps/train/COCO_train2014_000000112785.png
112805,train,images/images/train/COCO_train2014_000000112805.jpg,maps/train/COCO_train2014_000000112805.png
112807,train,images/images/train/COCO_train2014_000000112807.jpg,maps/train/COCO_train2014_000000112807.png
11282,train,images/images/train/COCO_train2014_000000011282.jpg,maps/train/COCO_train2014_000000011282.png
112882,train,images/images/train/COCO_train2014_000000112882.jpg,maps/train/COCO_train2014_000000112882.png
112899,train,images/images/train/COCO_train2014_000000112899.jpg,maps/train/COCO_train2014_000000112899.png
112989,train,images/images/train/COCO_train2014_000000112989.jpg,maps/train/COCO_train2014_000000112989.png
112992,train,images/images/train/COCO_train2014_000000112992.jpg,maps/train/COCO_train2014_000000112992.png
113112,train,images/images/train/COCO_train2014_000000113112.jpg,maps/train/COCO_train2014_000000113112.png
113199,train,images/images/train/COCO_train2014_000000113199.jpg,maps/train/COCO_train2014_000000113199.png
113259,train,images/images/train/COCO_train2014_000000113259.jpg,maps/train/COCO_train2014_000000113259.png
11326,train,images/images/train/COCO_train2014_000000011326.jpg,maps/train/COCO_train2014_000000011326.png
113293,train,images/images/train/COCO_train2014_000000113293.jpg,maps/train/COCO_train2014_000000113293.png
113315,train,images/images/train/COCO_train2014_000000113315.jpg,maps/train/COCO_train2014_000000113315.png
113370,train,images/images/train/COCO_train2014_000000113370.jpg,maps/train/COCO_train2014_000000113370.png
113391,train,images/images/train/COCO_train2014_000000113391.jpg,maps/train/COCO_train2014_000000113391.png
113415,train,images/images/train/COCO_train2014_000000113415.jpg,maps/train/COCO_train2014_000000113415.png
113521,train,images/images/train/COCO_train2014_000000113521.jpg,maps/train/COCO_train2014_000000113521.png
113561,train,images/images/train/COCO_train2014_000000113561.jpg,maps/train/COCO_train2014_000000113561.png
113598,train,images/images/train/COCO_train2014_000000113598.jpg,maps/train/COCO_train2014_000000113598.png
113619,train,images/images/train/COCO_train2014_000000113619.jpg,maps/train/COCO_train2014_000000113619.png
113700,train,images/images/train/COCO_train2014_000000113700.jpg,maps/train/COCO_train2014_000000113700.png
113721,train,images/images/train/COCO_train2014_000000113721.jpg,maps/train/COCO_train2014_000000113721.png
113724,train,images/images/train/COCO_train2014_000000113724.jpg,maps/train/COCO_train2014_000000113724.png
113725,train,images/images/train/COCO_train2014_000000113725.jpg,maps/train/COCO_train2014_000000113725.png
11373,train,images/images/train/COCO_train2014_000000011373.jpg,maps/train/COCO_train2014_000000011373.png
113985,train,images/images/train/COCO_train2014_000000113985.jpg,maps/train/COCO_train2014_000000113985.png
11403,train,images/images/train/COCO_train2014_000000011403.jpg,maps/train/COCO_train2014_000000011403.png
114060,train,images/images/train/COCO_train2014_000000114060.jpg,maps/train/COCO_train2014_000000114060.png
114087,train,images/images/train/COCO_train2014_000000114087.jpg,maps/train/COCO_train2014_000000114087.png
114142,train,images/images/train/COCO_train2014_000000114142.jpg,maps/train/COCO_train2014_000000114142.png
114144,train,images/images/train/COCO_train2014_000000114144.jpg,maps/train/COCO_train2014_000000114144.png
114153,train,images/images/train/COCO_train2014_000000114153.jpg,maps/train/COCO_train2014_000000114153.png
114169,train,images/images/train/COCO_train2014_000000114169.jpg,maps/train/COCO_train2014_000000114169.png
114178,train,images/images/train/COCO_train2014_000000114178.jpg,maps/train/COCO_train2014_000000114178.png
114240,train,images/images/train/COCO_train2014_000000114240.jpg,maps/train/COCO_train2014_000000114240.png
114256,train,images/images/train/COCO_train2014_000000114256.jpg,maps/train/COCO_train2014_000000114256.png
11426,train,images/images/train/COCO_train2014_000000011426.jpg,maps/train/COCO_train2014_000000011426.png
114269,train,images/images/train/COCO_train2014_000000114269.jpg,maps/train/COCO_train2014_000000114269.png
114326,train,images/images/train/COCO_train2014_000000114326.jpg,maps/train/COCO_train2014_000000114326.png
114392,train,images/images/train/COCO_train2014_000000114392.jpg,maps/train/COCO_train2014_000000114392.png
1144,train,images/images/train/COCO_train2014_000000001144.jpg,maps/train/COCO_train2014_000000001144.png
